RGI60-11.03887_both.mp4 ,https://universe.uibk.ac.at/s/rrbkiXdnfBpXEYS
RGI60-13.18096_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/CKJAynzknsJM9rL
RGI60-13.18096_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/prroGw89PnJdcY2
RGI60-13.18096_both.mp4 ,https://universe.uibk.ac.at/s/kNaLPYowQ5kYMyK
RGI60-17.01218_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/jC6N53Fj4FdWgpq
RGI60-17.01218_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/Ds2DzScqS7toqLo
RGI60-17.01218_both.mp4 ,https://universe.uibk.ac.at/s/DSaF7SYfjbq4a4G
RGI60-17.13669_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/m74ZMjJnttYqJE8
RGI60-17.13669_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/iLXzREBeGsjtcwE
RGI60-17.13669_both.mp4 ,https://universe.uibk.ac.at/s/pyD9bsYEAtop5RR
RGI60-18.01130_+1.5°C.mp4 ,https://universe.uibk.ac.at/s/LB65GrFKaj5TsbA
RGI60-18.01130_+2.7°C.mp4 ,https://universe.uibk.ac.at/s/RKjnXiwRjiYKETg
RGI60-18.01130_both.mp4 ,https://universe.uibk.ac.at/s/jaGPQR7wGC4GS8y
